AlbumTitle,Song,Artist,ImageURL,KeyWord,WordCount,Blurb,ReleaseDate,id,x1,x2,y1,y2,PopularityScore
Versace,Versace,Migos,Versace.png,Vercace,42,Description goes here...,"October 1, 2013",Versace,506,706,0,200,0.5
