AlbumTitle,Song,Artist,ImageURL,KeyWord,WordCount,Blurb,ReleaseDate,id,x1,x2,y1,y2,PopularityScore
Uber Everywhere,Uber Everywhere,Travis Scott,UberEverywhere.png,Uber,12,Description goes here...,"February 26, 2016",UberEverywhere,100,300,0,200,0.5
