Year,WordCount,Keyword
2004-01,0,LSD
2005-01,1,LSD
2006-01,2,LSD
2007-01,1,LSD
2008-01,1,LSD
2009-01,3,LSD
2010-01,2,LSD
2011-01,8,LSD
2012-01,3,LSD
2013-01,2,LSD
2014-01,1,LSD
2015-01,7,LSD
2016-01,7,LSD
2017-01,1,LSD
2018-01,2,LSD
