Year,WordCount,Keyword
2004-01,3,Versace
2005-01,7,Versace
2006-01,3,Versace
2007-01,7,Versace
2008-01,4,Versace
2009-01,2,Versace
2010-01,4,Versace
2011-01,2,Versace
2012-01,6,Versace
2013-01,44,Versace
2014-01,9,Versace
2015-01,9,Versace
2016-01,4,Versace
2017-01,6,Versace
2017-12,6,Versace
2018-01,9,Versace
