Year,Popularity,Keyword
2004-01,5,Humble
2005-01,4,Humble
2006-01,0,Humble
2007-01,4,Humble
2008-01,3,Humble
2009-01,2,Humble
2010-01,6,Humble
2011-01,2,Humble
2012-01,1,Humble
2013-01,6,Humble
2014-01,2,Humble
2015-01,1,Humble
2016-01,2,Humble
2017-01,7,Humble
2018-01,3,Humble
